no,name,code,gu,zip,tel,fax,www,hr,off,class,lati,longi,year
528,방배1동 작은도서관,7,서초구,서울특별시 서초구 효령로29길 43 방배1동주민센터,02-2155-7765,2155-7769,http://public.seocholib.or.kr/docpub/,,토일공휴일,작은도서관,37.4835657,126.994558,19940101
529,방배2동 작은도서관,7,서초구,서울특별시 서초구 청두곶길 36 방배2동주민센터,02-2155-7773,2155-7800,http://public.seocholib.or.kr/docpub/,,토 일 공휴일,작은도서관,37.4797436,126.9855106,19990101
531,방배4동 작은도서관,7,서초구,서울특별시 서초구 방배로 173 방배4동주민센터,02-2155-7853,2155-7860,http://public.seocholib.or.kr/docpub/,,토 일 공휴일,작은도서관,37.4888337,126.9921493,20070101
1985,방배도서관,7,서초구,서울특별시 서초구 방배로40(방배동),02-3471-3993,,http://spublic.seocholib.or.kr,,매주 월요일 법정 공휴일 임시 공휴일,공공도서관,37.47843957,126.9999955,
1316,방배마을 작은도서관,7,서초구,서울특별시 서초구 방배천로16길 17 하나복지학교 1층,02-522-9527,523-9528,www.sonbal.net,,매주 토요일,작은도서관,37.4822921,126.9837343,20121018
527,방배본동 작은도서관,7,서초구,서울특별시 서초구 동광로 19길 38 방배본동주민센터,02-2155-7734,2155-7739,http://public.seocholib.or.kr/docpub/,,토 일 공휴일,작은도서관,37.494258,126.9887844,19940101
1748,삼성경제연구소 도서자료실,7,서초구,서울특별시 서초구 서초대로74길 4 삼성생명 서초타워 30층,02-3780-8126,,,,토요일 일요일 법정공휴일,,37.49671,127.0257,
1747,서울시교육연수원 교육정보자료실,7,서초구,서울특별시 서초구 남부순환로 2248,02-3019-8055,,http://www.seti.go.kr/,,토요일 일요일 법정공휴일,,37.471834,126.997866,
1739,서울연구원 도서관,7,서초구,서울특별시 서초구 남부순환로340길 57,02-2149-1024,,http://library.si.re.kr/,,토요일 국경일 공휴일 연구원 개원기념일(10월 1일),,37.480351,127.022151,
1734,서울인재개발원 도서실,7,서초구,서울특별시 서초구 남부순환로340길 58,02-3488-2024,,http://lib-edu.seoul.go.kr/,,토요일 일요일 법정공휴일,,37.480351,127.022151,
1731,서울지방변호사회 도서관,7,서초구,서울특별시 서초구 법원로1길 21 변호사회관 내,02-6200-6262,,www.seoulbar.or.kr/site/login/adminLoginUsr.do?flag=L,,토요일 일요일 법정공휴일,,37.492572,127.008505,
1986,서이도서관,7,서초구,서울특별시 서초구 서초대로70길 51(서초동),02-3471-1337,,http://spublic.seocholib.or.kr,,매주 월요일 법정 공휴일 임시 공휴일,공공도서관,37.492071,127.0249495,
517,서초1동 작은도서관,7,서초구,서울특별시 서초구 사임당로 89 서초1동주민센터,02-2155-7418,2155-7428,http://public.seocholib.or.kr/docpub/,,토 일 공휴일,작은도서관,37.490412,127.0195112,20131107
519,서초3동 작은도서관,7,서초구,서울특별시 서초구 반포대로58 서초아트자이,02-3472-7462,2155-7490,http://public.seocholib.or.kr/docpub/,,토 일 공휴일,작은도서관,37.4856735,127.0113862,19990402
520,서초4동 작은도서관,7,서초구,서울특별시 서초구 서운로26길 3 서초4동주민센터,02-2155-7497,2155-7518,,,토 일 공휴일,작은도서관,37.5026994,127.0222157,19950101
1399,서초구립반포도서관,7,서초구,서울특별시 서초구 고무래로 34,02-520-8700,,http://www.seocholib.or.kr,,매주월요일법정공휴일,공공도서관,37.502435,127.012417,201303
1983,서초그림책도서관,7,서초구,서울특별시 서초구 명달로 150,02-3471-0995,,http://spublic.seocholib.or.kr,,매주 월요일 및 법정공휴일,공공도서관,37.49061389,127.005102,
1637,서초더샵포레 작은도서관,7,서초구,서울특별시 서초구 헌릉로8길 58,02-529-7808,,,,법정공휴일,작은도서관,37.4534913,127.0634467,
1638,서초포레스타3단지 작은도서관,7,서초구,서울특별시 서초구 헌릉로8길 22,070-8159-2809,,,,매주 일요일,작은도서관,37.4558814,127.0589779,
1887,서초포레스타6단지 작은도서관,7,서초구,서울특별시 서초구 청계산로9길 1-12,,,,,토 일 공휴일,작은도서관,37.450039,127.055829,
1886,서초포레스타7단지 풍경이 있는 작은도서관,7,서초구,서울특별시 서초구 청계산로11길 7-12,,,,,토 일 공휴일,작은도서관,37.447099,127.056038,
536,수송작은도서관,7,서초구,서울특별시 서초구 신반포로41길 17 수송교회,02-543-7532,543-8167,www.soosong.or.kr,,법정공휴일,작은도서관,37.5105602,127.0164606,20070427
1541,수학도서관,7,서초구,서울특별시 서초구 사임당로18길 18,02-597-2233,,,,토요일일요일,작은도서관,37.4888074,127.0190373,20150324
1639,씨넷도서관,7,서초구,서울특별시 서초구 남부순환로 333길 36,,,,,월 목 토 일 공휴일,작은도서관,37.4840439,127.0210778,
532,양재1동 작은도서관,7,서초구,서울특별시 서초구 바우뫼로 41 양재1동우면주민센터,02-2155-7895,2155-7900,http://public.seocholib.or.kr/docpub/,,토 일 공휴일,작은도서관,37.4719272,127.026743,20070101
533,양재2동 작은도서관,7,서초구,서울특별시 서초구 마방로6길 7-40,02-2155-7906,2155-7928,http://public.seocholib.or.kr/docpub/,,토 일 공휴일,작은도서관,37.4763635,127.0431822,19990101
1317,우면SH작은도서관,7,서초구,서울특별시 서초구 형촌길 15 (네이처힐2단지),02-575-1433,575-1433,,,매주 토요일일요일,작은도서관,37.462731,127.0216933,20120720
1640,육아정책연구소 자료실,7,서초구,서울특별시 서초구 남부순환로 2558 외교센터빌딩 3층,02-398-7740,,http://lib.kicce.re.kr/libeka_web2/index.jsp,,매주 토요일 일요일,작은도서관,37.4826102,127.0294694,
1538,윤봉길새책도서관,7,서초구,서울특별시 서초구 매헌로 99 매헌기념관 2층,02-577-9932,02-571-2620,http://blog.naver.com/ynbl2013,,매주 월요일,작은도서관,37.4711788,127.035761,20131029
521,잠원 도서관,7,서초구,서울특별시 서초구 나루터로38 잠원동주민센터,02-2155-7556,2155-7559,http://spublic.seocholib.or.kr,,매주 월요일 및 공휴일,작은도서관,37.5152492,127.0140789,19990101
1737,재외동포재단 자료실,7,서초구,서울특별시 서초구 남부순환로 2558 외교센터 1층,02-3415-0189,,http://research.korean.net/,,법정공휴일 토요일 근로자의 날 정기휴관일,,37.482969,127.029476,
1641,지혜의 숲 작은도서관,7,서초구,서울특별시 서초구 청계산로7길 43 서초포레스타5단지,070-7763-2811,,,,매주 일요일,작은도서관,37.4511442,127.0576445,
1740,통일부 북한자료센터,7,서초구,서울특별시 서초구 반포대로 201 국립중앙도서관 5층 통일부 북한자료센터,02-730-6658,,http://unibook.unikorea.go.kr,,토요일 일요일 법정공휴일,,37.49719,127.003303,
1751,통일연구원 자료실,7,서초구,서울특별시 서초구 반포대로 217 통일연구원,02-2023-8209,,http://lib.kinu.or.kr/,,토요일 일요일 법정공휴일,,37.499223,127.003257,
1888,포레스타2단지 숲속별작은도서관,7,서초구,서울특별시 서초구 헌릉로8길 45,,,,,토 일 공휴일,작은도서관,37.455515,127.06098,
1738,한국과학기술기획평가원 정보 자료실,7,서초구,서울특별시 서초구 마방로 68 동원산업빌딩 9층,02-589-2269,,http://lib.kistep.re.kr,,토요일 일요일 법정공휴일,,37.477678,127.044,
1732,한국교과서연구재단 교과서정보관,7,서초구,서울특별시 서초구 강남대로 547 4층,02-2651-1953,,http://library.textbook.ac,,토요일 일요일 법정공휴일,,37.510613,127.021028,
1831,한국도서관협회 도서관,7,서초구,서울특별시 서초구 반포대로 201,02-535-4481,,http://library.kla.kr/Search,,토요일 일요일 법정공휴일,,37.497454,127.003324,
1743,한국문화위원회 예술자료원,7,서초구,서울특별시 서초구 남부순환로 2406 예술의전당 디자인미술관 2~3층,02-760-4750,,archive.arko.or.kr/,,일요일 법정공휴일 매월 마지막주 월요일,,37.478609,127.011307,
1742,한국부동산연구원 부동산정보센터,7,서초구,서울특별시 서초구 강남대로 587 kcc빌딩 9층,02-520-5073,,http://library.kreri.re.kr/,,토요일 일요일 법정공휴일,,37.514074,127.019567,
1750,한국세무사회 조세도서관,7,서초구,서울특별시 서초구 명달로 105 4층,02-587-6021,,http://kacpta.egentouch.com,,토요일 일요일 법정공휴일,,37.486611,127.003713,
1749,한국자동차산업협회 도서관,7,서초구,서울특별시 서초구 반포대로 25 자동차회관 5층 자료실 ,02-3660-1800,,http://lib.kama.or.kr,,토요일 일요일 법정공휴일,,37.482667,127.011845,
1741,한국형사정책연구원 도서실,7,서초구,서울특별시 서초구 태봉로 114,02-3460-5135,,http://lib.kic.re.kr/,,토요일 일요일 법정공휴일,,37.465661,127.028941,
1907,현대자동차 그룹도서관,7,서초구,서울특별시 서초구 헌릉로 12,02-3464-2845,,gbic.hyundai.com/lib/bookSearch.do,,토요일 일요일 법정공휴일,,37.463983,127.042394,
545,금호1가동 북카페 책단지꿀단지,13,성동구,서울특별시 성동구 행당로 15 금호1가동주민센터,02-2286-7348,2286-5959,www.sdlib.or.kr/lib06/,,토일공휴일,작은도서관,37.555913,127.021627,20130424
546,금호2.3가어린이작은도서관,13,성동구,서울특별시 성동구 무수막18길 1,02-2286-7363,2286-5960,www.sdlib.or.kr/lib07/,,토.일 공휴일,작은도서관,37.552495,127.021368,20080101
547,금호4가 어린이작은도서관,13,성동구,서울특별시 성동구 독서당로46길 26 금호4가동주민센터 3층,02-2286-7383,2298-3502,www.sdlib.or.kr/lib08/,,매주 토일요일,작은도서관,37.5485881,127.022398,20040101
560,꿈샘작은도서관,13,성동구,서울특별시 성동구 한림말길 33,02-2299-0817,,,,없음,작은도서관,37.5410668,127.01476,20070101
566,꿈터 어린이도서관,13,성동구,서울특별시 성동구 사근동9가길 23,02-2292-8115,,https://www.facebook.com/dreambook2011,,일요일,작은도서관,37.5617502,127.046545,20111210
540,마장동 작은도서관,13,성동구,서울특별시 성동구 마장로42길 11 마장동주민센터,02-2286-7556,2286-5954,www.sdlib.or.kr/lib02/,,토일공휴일,작은도서관,37.5676973,127.045376,19950808
559,무학도서관,13,성동구,서울특별시 성동구 행당로 123 무학교회,02-2139-0077,2299-6940,,,일요일만 운영,작은도서관,37.5596425,127.032348,20061009
541,사근동 어린이놀이터도서관,13,성동구,서울특별시 성동구 사근동길 45-8 사근동주민센터,02-2286-7267,2286-5955,www.sdlib.or.kr/lib03,,토일요일,작은도서관,37.5624083,127.045873,20050101
1643,서연푸른꿈터문고,13,성동구,서울특별시 성동구 독서당로 175 옥수그린상가 3층 서연교회,02-2291-9192,,,,,작은도서관,37.5421472,127.0101009,
1644,서울숲옆다루 작은도서관,13,성동구,서울특별시 성동구 서울숲6길 14 거암아트빌라 201호,02-461-7409,,https://blog.naver.com/darulittlelibrary,,매주 일요일,작은도서관,37.5482822,127.0430266,
1320,서울제일비젼도서관,13,성동구,서울특별시 성동구 왕십리로28길 1-1 서울제일교회,02-2293-1656,2293-1665,blog.naver.com/sook8438,,매주 토일요일,작은도서관,37.5640259,127.031266,20120705
1396,성동구립 성수도서관,13,성동구,서울특별시 성동구 뚝섬로1길 43,02-2204-7590,02-462-7590,www.sdlib.or.kr/SS/,,매주 월요일 및 법정공휴일,공공도서관,37.545371,127.046918,20120914
55,성동구립금호도서관,13,성동구,서울특별시 성동구 난계로 20,02-2204-6450,02-2282-5448,http://www.sdlib.or.kr/kh,,매주 월요일 및 법정공휴일,공공도서관,37.554066,127.024897,20060615
26,성동구립도서관,13,성동구,서울특별시 성동구 고산자로10길 9,02-2204-6420,02-2299-6449,http://www.sdlib.or.kr/sd,,매주 월요일 및 법정공휴일,공공도서관,37.559168,127.034927,19990423
100,성동구립무지개도서관,13,성동구,서울특별시 성동구 고산자로 270,02-2286-6025,02-2286-6027,http://www.sdlib.or.kr/rainbow,,매주 월요일 및 법정공휴일,공공도서관,37.563055,127.036713,20060110
59,성동구립용답도서관,13,성동구,서울특별시 성동구 용답중앙3길 10,02-2204-6470,02-2216-3663,www.sdlib.or.kr/YD,,매주 월요일 및 법정 공휴일,공공도서관,37.56666,127.051291,20070124
1386,성동구립청계도서관,13,성동구,서울특별시 성동구 마장로 141 왕십리도선동 공공복합청사 5~6층,02-2204-7580,,www.sdlib.or.kr/CG/,,매주 월요일 및 법정 공휴일,공공도서관,37.5680074,127.025393,20140219
1642,성동자활지역센터 북카페 다온,13,성동구,서울특별시 성동구 매봉길 21 성동지역자활센터 4층,070-7920-4063,,,,매주 일요일,작은도서관,37.5464501,127.0153028,
565,성락도서관,13,성동구,서울특별시 성동구 성수일로10길 33 성락성결교회 5층 506호,070-7491-5105,467-9191,www.sungnak.org,,월요일,작은도서관,37.5469087,127.053925,20111210
550,성수1가2동 작은도서관,13,성동구,서울특별시 성동구 왕십리로 5길 3 성수1가2동주민센터,02-2286-7443,2286-5966,www.sdlib.or.kr/lib11,,토일공휴일,작은도서관,37.5477461,127.044252,19951010
549,성수1가제1동 작은도서관,13,성동구,서울특별시 성동구 뚝섬로3길 18 성수1가1동주민센터,02-2286-7423,2286-5965,www.sdlib.or.kr/lib10,,매주 토일요일,작은도서관,37.5434764,127.049644,19950808
551,성수2가제1동 작은도서관,13,성동구,서울특별시 성동구 뚝섬로 385-19 성수2가1동주민센터,02-2286-7463,2286-5967,www.sdlib.or.kr/lib12,,매주 토일(공휴일),작은도서관,37.5407801,127.054063,19950101
552,성수2가제3동 작은도서관,13,성동구,서울특별시 성동구 광나루로2길 35  성수2가3동주민센터,02-2286-7498,2286-5968,www.sdlib.or.kr/lib13,,토 일요일,작은도서관,37.5495908,127.055256,20070101
555,어린이도서관 책읽는엄마 책읽는 아이,13,성동구,서울특별시 성동구 매봉18길 11.(금호동3가) 1층,02-2297-5935,,http://cafe.naver.com/littlelibro,,매주 토일요일,작은도서관,37.5592207,127.037389,20010407
1319,예람작은도서관,13,성동구,서울특별시 성동구 마장로39가길 40 지하1층,02-2282-5088,2282-5088,cafe.naver.com/cafec4,,일요일,작은도서관,37.5671713,127.043369,20120229
1645,올리브나무 작은도서관,13,성동구,서울특별시 성동구 독서당로 227 옥수교회 4층,02-2297-2046,,,,매주 월요일 ,작은도서관,37.5448511,127.015972,
558,왕십리도서관,13,성동구,서울특별시 성동구 난계로 160 대한예수교장로회 왕십리교회,02-2292-1011,2292-0309,http://lib.wpc.or.kr,,월요일금요일,작은도서관,37.5660989,127.024019,20060727
